0	169650	12.0415
1e-05	146524	11.8949
2e-05	125540	11.7404
3e-05	107627	11.5864
4e-05	92703	11.4372
5e-05	80205	11.2923
6e-05	68531	11.135
7e-05	59295	10.9903
8e-05	51340	10.8462
9e-05	44170	10.6958
0.0001	37719	10.5379
0.00011	32919	10.4018
0.00012	28081	10.2428
0.00013	24117	10.0907
0.00014	20576	9.93188
0.00015	17638	9.77781
0.00016	15410	9.64277
0.00017	13279	9.49394
0.00018	11428	9.34382
0.00019	9728	9.18276
0.0002	8512	9.04923
0.00021	7188	8.88017
0.00022	6115	8.7185
0.00023	5276	8.57092
0.00024	4608	8.43555
0.00025	3859	8.25816
0.00026	3382	8.12622
0.00027	3085	8.03431
0.00028	2471	7.81238
0.00029	2201	7.69667
0.0003	1823	7.50824
0.00031	1654	7.41095
0.00032	1385	7.23346
0.00033	1163	7.05876
0.00034	1018	6.9256
0.00035	906	6.80904
0.00036	772	6.64898
0.00037	610	6.41346
0.00038	562	6.3315
0.00039	499	6.21261
0.0004	432	6.06843
0.00041	353	5.86647
0.00042	296	5.69036
0.00043	243	5.49306
0.00044	237	5.46806
0.00045	219	5.38907
0.00046	173	5.15329
0.00047	156	5.04986
0.00048	139	4.93447
0.00049	113	4.72739
0.0005	93	4.5326
0.00051	83	4.41884
0.00052	67	4.20469
0.00053	64	4.15888
0.00054	57	4.04305
0.00055	46	3.82864
0.00056	30	3.4012
0.00057	34	3.52636
0.00058	22	3.09104
0.00059	24	3.17805
0.0006	24	3.17805
0.00061	26	3.2581
0.00062	16	2.77259
0.00063	13	2.56495
0.00064	6	1.79176
0.00065	9	2.19722
0.00066	13	2.56495
0.00067	8	2.07944
0.00068	7	1.94591
0.00069	2	0.693147
0.0007	4	1.38629
0.00071	3	1.09861
0.00072	3	1.09861
0.00073	6	1.19176
0.00074	3	1.09861
0.00075	1	0
0.00076	2	0.693147
0.00077	2	0.693147
0.0008	1	0
0.00082	2	0.693147
0.00085	1	0
