0.00199	1.8	0.587787
0.002	1	-1.11022e-16
0.00201	2	0.693147
0.00202	1.8	0.587787
0.00203	1.8	0.587787
0.00204	2.8	1.02962
0.00205	0.8	-0.223144
0.00206	2.4	0.875469
0.00207	0.6	-0.510826
0.00208	1.2	0.182322
0.00209	1	-1.11022e-16
0.0021	1.6	0.470004
0.00211	1.6	0.470004
0.00212	1	-1.11022e-16
0.00213	1.4	0.336472
0.00214	1	-1.11022e-16
0.00215	1	-1.11022e-16
0.00216	0.2	-1.60944
0.00217	0.8	-0.223144
0.00218	0.8	-0.223144
0.00219	1.2	0.182322
0.0022	1.2	0.182322
0.00221	0.2	-1.60944
0.00222	1.6	0.470004
0.00223	0.8	-0.223144
0.00224	0.2	-1.60944
0.00225	0.4	-0.916291
0.00226	0.2	-1.60944
0.00227	0.6	-0.510826
0.00228	0.4	-0.916291
0.00229	1	-1.11022e-16
0.0023	0.4	-0.916291
0.00232	0.4	-0.916291
0.00233	0.4	-0.916291
0.00234	0.4	-0.916291
0.00235	0.4	-0.916291
0.00236	0.8	-0.223144
0.00237	0.2	-1.60944
0.00238	0.6	-0.510826
0.00239	0.4	-0.916291
0.0024	0.4	-0.916291
0.00242	0.4	-0.916291
0.00243	0.4	-0.916291
0.00244	0.2	-1.60944
0.00245	0.2	-1.60944
0.00246	0.2	-1.60944
0.00247	0.2	-1.60944
0.00248	0.2	-1.60944
0.00249	0.2	-1.60944
0.0025	0.4	-0.916291
0.00251	0.2	-1.60944
0.00252	0.4	-0.916291
0.00253	0.2	-1.60944
0.00255	0.2	-1.60944
0.00259	0.2	-1.60944
