0	0.046034
0.1	-0.0501098
0.2	-0.156081
0.3	-0.253229
0.4	-0.350735
0.5	-0.457656
0.6	-0.547671
0.7	-0.653955
0.8	-0.752791
0.9	-0.84701
1	-0.949072
1.1	-1.06019
1.2	-1.15755
1.3	-1.25456
1.4	-1.35356
1.5	-1.45045
1.6	-1.56213
1.7	-1.658
1.8	-1.75649
1.9	-1.85412
2	-1.96052
2.1	-2.05183
2.2	-2.15158
2.3	-2.24672
2.4	-2.33718
2.5	-2.45579
2.6	-2.56434
2.7	-2.66083
2.8	-2.73792
2.9	-2.8585
3	-2.95421
3.1	-3.04251
3.2	-3.15087
3.3	-3.23666
3.4	-3.32869
3.5	-3.44562
3.6	-3.54773
3.7	-3.6229
3.8	-3.76145
3.9	-3.87425
4	-3.95102
4.1	-4.03589
4.2	-4.10137
4.3	-4.24261
4.4	-4.334
4.5	-4.43966
4.6	-4.55543
4.7	-4.62793
4.8	-4.72564
4.9	-4.89285
5	-4.94344
5.1	-5.05459
5.2	-5.15249
5.3	-5.22507
5.4	-5.34331
5.5	-5.46674
5.6	-5.51772
5.7	-5.62821
5.8	-5.76832
5.9	-5.86044
6	-5.89615
6.1	-6.0792
6.2	-6.19726
6.3	-6.34244
6.4	-6.45033
6.5	-6.46307
6.6	-6.51234
6.7	-6.72961
6.8	-6.78112
6.9	-6.82158
7	-6.84478
7.1	-7.12467
7.2	-7.18219
7.3	-7.3008
7.4	-7.20886
7.5	-7.54263
7.6	-7.67347
7.7	-7.57134
7.8	-7.79935
7.9	-7.92941
8	-8.23578
8.1	-7.95758
8.2	-7.91561
8.3	-8.44487
8.4	-8.18072
8.5	-8.70957
8.6	-8.51719
8.7	-8.4684
8.8	-8.87387
8.9	-8.91024
9	-8.74034
9.1	-9.26163
9.2	-9.3157
9.3	-9.37286
9.4	-9.3157
9.5	-9.26163
9.6	-9.43348
9.7	-9.02802
9.8	-10.0088
9.9	-10.2602
10	-9.80818
10.1	-10.1266
10.2	-10.4143
10.3	-10.8198
10.4	-10.1266
10.5	-10.2602
10.6	-10.5966
10.7	-11.1075
10.8	-12.2061
10.9	-10.4143
11	-11.5129
11.1	-11.1075
11.2	-11.1075
11.3	-11.5129
11.4	-11.5129
11.5	-12.2061
11.6	-11.5129
11.7	-12.2061
11.8	-11.5129
11.9	-11.5129
12.1	-12.2061
12.3	-11.5129
12.5	-12.2061
12.7	-12.2061
12.9	-12.2061
13.2	-12.2061
