0	104711	11.559
1e-05	95112.5	11.4628
2e-05	85549	11.3568
3e-05	77629	11.2597
4e-05	70417	11.1622
5e-05	63276.5	11.0553
6e-05	57829.5	10.9653
7e-05	51998.5	10.859
8e-05	47105	10.7601
9e-05	42869.5	10.6659
0.0001	38710	10.5639
0.00011	34639	10.4527
0.00012	31425.5	10.3554
0.00013	28520	10.2584
0.00014	25832	10.1594
0.00015	23446.5	10.0625
0.00016	20969	9.9508
0.00017	19052	9.85493
0.00018	17265	9.75644
0.00019	15659	9.6588
0.0002	14078.5	9.5524
0.00021	12850	9.4611
0.00022	11630	9.36134
0.00023	10574.5	9.2662
0.00024	9660	9.17575
0.00025	8579.5	9.05713
0.00026	7697	8.94859
0.00027	6989	8.85209
0.00028	6470.5	8.77501
0.00029	5735.5	8.65443
0.0003	5212	8.55872
0.00031	4771.5	8.47042
0.00032	4281.5	8.36206
0.00033	3929.5	8.27627
0.00034	3584	8.18423
0.00035	3188.5	8.06731
0.00036	2879	7.9652
0.00037	2670.5	7.89002
0.00038	2325	7.75148
0.00039	2077	7.63868
0.0004	1923.5	7.5619
0.00041	1767	7.47704
0.00042	1655	7.41156
0.00043	1437	7.27031
0.00044	1311.5	7.17893
0.00045	1180	7.07327
0.00046	1051	6.9575
0.00047	977.5	6.885
0.00048	886.5	6.78728
0.00049	750	6.62007
0.0005	713	6.56948
0.00051	638	6.45834
0.00052	578.5	6.36044
0.00053	538	6.28786
0.00054	478	6.16961
0.00055	422.5	6.04619
0.00056	401.5	5.99521
0.00057	359.5	5.88471
0.00058	312.5	5.7446
0.00059	285	5.65249
0.0006	275	5.61677
0.00061	229	5.43372
0.00062	203.5	5.31567
0.00063	176	5.17048
0.00064	158	5.0626
0.00065	156	5.04986
0.00066	148.5	5.00058
0.00067	119.5	4.78332
0.00068	113.5	4.7318
0.00069	109	4.69135
0.0007	106.5	4.66814
0.00071	80.5	4.38826
0.00072	76	4.33073
0.00073	67.5	4.21213
0.00074	74	4.30407
0.00075	53	3.97029
0.00076	46.5	3.83945
0.00077	51.5	3.94158
0.00078	41	3.71357
0.00079	36	3.58352
0.0008	26.5	3.27714
0.00081	35	3.55535
0.00082	36.5	3.59731
0.00083	21.5	3.06805
0.00084	28	3.3322
0.00085	16.5	2.80336
0.00086	20	2.99573
0.00087	21	3.04452
0.00088	14	2.63906
0.00089	13.5	2.60269
0.0009	16	2.77259
0.00091	9.5	2.25129
0.00092	9	2.19722
0.00093	8.5	2.14007
0.00094	9	2.19722
0.00095	9.5	2.25129
0.00096	8	2.07944
0.00097	12	2.48491
0.00098	4.5	1.50408
0.00099	3.5	1.25276
0.001	5.5	1.70475
0.00101	4	1.38629
0.00102	3	1.09861
0.00103	2	0.693147
0.00104	4	1.38629
0.00105	3.5	1.25276
0.00106	2.5	0.916291
0.00107	1.5	0.405465
0.00108	0.5	-0.693147
0.00109	3	1.09861
0.0011	1	0
0.00111	1.5	0.405465
0.00112	1.5	0.405465
0.00113	1	0
0.00114	1	0
0.00115	0.5	-0.693147
0.00116	1	0
0.00117	0.5	-0.693147
0.00118	1	0
0.00119	1	0
0.00121	0.5	-0.693147
0.00123	1	0
0.00125	0.5	-0.693147
0.00127	0.5	-0.693147
0.00129	0.5	-0.693147
0.00132	0.5	-0.693147
