12300	9.41735	1.00413	0.00412549	1.00457	0.00455571	1.00466	0.0046492
12400	9.42545	1.00367	0.00366281	1.00445	0.00444398	1.00391	0.00390451
12500	9.43348	1.0042	0.00418972	1.00464	0.00462854	1.0047	0.00468959
12600	9.44145	1.00404	0.0040345	1.00465	0.00463734	1.00442	0.00440904
12700	9.44936	1.00416	0.0041497	1.0047	0.00468452	1.00473	0.0047232
12800	9.4572	1.00402	0.00401142	1.00469	0.0046771	1.00439	0.00438319
12900	9.46498	1.00373	0.0037194	1.00457	0.00455861	1.00406	0.00405523
13000	9.4727	1.00347	0.00346137	1.0046	0.00459435	1.00331	0.00330483
13100	9.48037	1.00354	0.00352962	1.00452	0.00451387	1.00363	0.00362393
13200	9.48797	1.00363	0.00362048	1.00448	0.00446531	1.00392	0.00391397
13300	9.49552	1.00403	0.00402417	1.00465	0.00463971	1.00433	0.00431797
13400	9.50301	1.00372	0.00371492	1.00447	0.00446031	1.00406	0.00405143
13500	9.51044	1.00336	0.00335344	1.00442	0.00441263	1.00322	0.00321276
13600	9.51783	1.00322	0.00321645	1.0043	0.0042887	1.00327	0.00326746
13700	9.52515	1.00261	0.00260498	1.00424	0.00422773	1.00208	0.00208216
13800	9.53242	1.00291	0.00290681	1.00433	0.00431924	1.00258	0.0025761
13900	9.53964	1.00256	0.00255279	1.00429	0.0042834	1.0018	0.00179471
14000	9.54681	1.00263	0.00262832	1.00421	0.00420297	1.00212	0.00211494
14100	9.55393	1.00309	0.00308183	1.00421	0.00419768	1.00323	0.00322305
14200	9.561	1.00317	0.00316437	1.00427	0.00426188	1.00345	0.00344176
14300	9.56801	1.00258	0.00257515	1.00423	0.00422042	1.0025	0.00249422
14400	9.57498	1.00235	0.00234726	1.00411	0.0041017	1.00243	0.00242334
14500	9.5819	1.00252	0.00251556	1.00412	0.00410798	1.00249	0.00248684
14600	9.58878	1.00262	0.00261351	1.00407	0.00405925	1.00273	0.002726
14700	9.5956	1.0027	0.00269828	1.00405	0.00403888	1.00291	0.00290451
14800	9.60238	1.00287	0.00286302	1.00409	0.00408264	1.00309	0.0030858
14900	9.60912	1.00293	0.00292776	1.00403	0.00401943	1.00329	0.00328817
15000	9.61581	1.00351	0.00350674	1.00405	0.00404382	1.00451	0.00449722
15100	9.62245	1.00352	0.00351185	1.00409	0.00408043	1.00412	0.00411085
15200	9.62905	1.00328	0.00327688	1.00406	0.00405304	1.00364	0.00363141
15300	9.63561	1.00335	0.00334439	1.00407	0.00406315	1.00372	0.00371304
15400	9.64212	1.00307	0.0030648	1.00403	0.004026	1.0032	0.00319337
15500	9.6486	1.00351	0.00350784	1.00417	0.00415718	1.00365	0.00364798
15600	9.65503	1.0032	0.00319898	1.0042	0.00419351	1.00287	0.00286167
15700	9.66142	1.00348	0.00347488	1.00419	0.00418529	1.00351	0.00350882
15800	9.66777	1.00341	0.00340312	1.00409	0.00408479	1.00354	0.00353154
15900	9.67407	1.00372	0.00371075	1.0041	0.00409193	1.00416	0.00415492
16000	9.68034	1.00377	0.00376581	1.00408	0.00407261	1.00431	0.00430103
16100	9.68657	1.00388	0.0038688	1.00412	0.00411337	1.0045	0.00449443
16200	9.69277	1.00379	0.00378421	1.00411	0.00409668	1.00408	0.00407216
16300	9.69892	1.00379	0.00378234	1.00407	0.00406176	1.00409	0.00408368
16400	9.70504	1.00377	0.00375812	1.00412	0.00411128	1.00415	0.00414432
16500	9.71112	1.00413	0.00411841	1.00417	0.00415962	1.00473	0.00471967
16600	9.71716	1.00427	0.00425722	1.00434	0.00433328	1.00478	0.00476545
16700	9.72316	1.00393	0.00391996	1.00428	0.00426597	1.00413	0.00411968
16800	9.72913	1.00374	0.00373054	1.0043	0.00428848	1.00358	0.00357247
16900	9.73507	1.00409	0.00408013	1.00433	0.00431585	1.00438	0.00437149
17000	9.74097	1.00443	0.00441713	1.00439	0.00438053	1.00504	0.00502248
