1001	0.00623648	6.90875	-5.07734
1051	0.00601818	6.9575	-5.11297
1101	0.00580692	7.00397	-5.1487
1151	0.0056157	7.04839	-5.18219
1201	0.00543947	7.09091	-5.21407
1251	0.00527895	7.1317	-5.24403
1301	0.0051241	7.17089	-5.2738
1351	0.00498064	7.2086	-5.3022
1401	0.00484871	7.24494	-5.32904
1451	0.00472469	7.28001	-5.35495
1501	0.00460446	7.31389	-5.38073
1551	0.00449454	7.34666	-5.40489
1601	0.00438967	7.37838	-5.4285
1651	0.00428979	7.40914	-5.45152
1701	0.00419555	7.43897	-5.47373
1751	0.00410544	7.46794	-5.49544
1801	0.00402212	7.4961	-5.51595
1851	0.00394063	7.52348	-5.53641
1901	0.00386381	7.55014	-5.5561
1951	0.00379142	7.5761	-5.57501
2001	0.00371927	7.6014	-5.59423
2051	0.00365093	7.62608	-5.61277
2101	0.0035853	7.65017	-5.63091
2151	0.00352232	7.67369	-5.64864
2201	0.00346227	7.69667	-5.66583
2251	0.00340444	7.71913	-5.68268
2301	0.00334756	7.7411	-5.69952
2351	0.00329311	7.7626	-5.71592
2401	0.00324189	7.78364	-5.7316
2451	0.0031916	7.80425	-5.74723
2501	0.00314148	7.82445	-5.76306
2551	0.00309496	7.84424	-5.77798
2601	0.003051	7.86365	-5.79229
2651	0.00300741	7.88269	-5.80667
2701	0.00296672	7.90138	-5.8203
2751	0.00292628	7.91972	-5.83402
2801	0.00288758	7.93773	-5.84734
2851	0.00284984	7.95543	-5.86049
2901	0.00281251	7.97281	-5.87368
2951	0.00277748	7.9899	-5.88621
3001	0.00274291	8.0067	-5.89874
3051	0.00271002	8.02322	-5.9108
3101	0.00267805	8.03948	-5.92267
3151	0.00264646	8.05548	-5.93453
3201	0.00261533	8.07122	-5.94636
3251	0.00258584	8.08672	-5.95771
3301	0.0025569	8.10198	-5.96896
3351	0.00252793	8.11701	-5.98035
3401	0.00249959	8.13182	-5.99163
3451	0.00247192	8.14642	-6.00276
3501	0.00244558	8.1608	-6.01347
3551	0.00241873	8.17498	-6.02451
3601	0.00239383	8.18897	-6.03486
3651	0.00236914	8.20276	-6.04523
3701	0.00234559	8.21636	-6.05522
3751	0.0023232	8.22978	-6.06481
3801	0.00229905	8.24302	-6.07526
3851	0.00227671	8.25609	-6.08502
3901	0.00225512	8.26899	-6.09455
3951	0.00223457	8.28172	-6.10371
4001	0.0022136	8.2943	-6.11313
4051	0.00219272	8.30672	-6.12261
4101	0.00217236	8.31899	-6.13194
4151	0.00215229	8.3311	-6.14122
4201	0.0021327	8.34308	-6.15037
4251	0.00211417	8.35491	-6.15909
4301	0.00209608	8.3666	-6.16768
4351	0.00207801	8.37816	-6.17634
4401	0.00205973	8.38959	-6.18518
4451	0.00204174	8.40088	-6.19395
4501	0.00202569	8.41205	-6.20185
4551	0.00200995	8.4231	-6.20964
4601	0.00199367	8.43403	-6.21778
