0	0	0.903088	0	0	0	0.0368874
1	0	0.903088	0.903088	0	1	0.0368874

0	0	0.903088	0.0368874	0.960799	0	0
1	0	0.903088	0.903088	0.960799	1	0

0	0	0.903088	0.0368874	0	0	0.339873
1	0	0.903088	0.903088	0	0.960799	0.339873

0	0	0.903088	0.339873	0.241449	0	0
1	0	0.903088	0.903088	0.241449	0.960799	0

0	0	0.903088	0.339873	0.216245	0	0
1	0	0.903088	0.903088	0.216245	0.241449	0

0	0	0.903088	0.339873	0.886269	0.241449	0
1	0	0.903088	0.903088	0.886269	0.960799	0

0	0	0.903088	0.339873	0	0.241449	0.509861
1	0	0.903088	0.903088	0	0.886269	0.509861

0	0	0.903088	0.0368874	0	0.960799	0.220019
1	0	0.903088	0.903088	0	1	0.220019

0	0	0.903088	0.903088	0	0	0.903888
1	0	0.903088	1	0	1	0.903888

0	0	0.903088	0.339873	0.0854266	0	0
1	0	0.903088	0.903088	0.0854266	0.216245	0

0	0	0.903088	0.509861	0.395629	0.241449	0
1	0	0.903088	0.903088	0.395629	0.886269	0

0	0	0.903088	0.509861	0.558002	0.395629	0
1	0	0.903088	0.903088	0.558002	0.886269	0

0	0	0.903088	0.903888	0.150973	0	0
1	0	0.903088	1	0.150973	1	0

0	0	0.903088	0.509861	0.373759	0.241449	0
1	0	0.903088	0.903088	0.373759	0.395629	0

0	0	0.903088	0.0368874	0	0	0.271512
1	0	0.903088	0.339873	0	0.960799	0.271512

0	0	0.903088	0.509861	0.829024	0.558002	0
1	0	0.903088	0.903088	0.829024	0.886269	0

0	0	0.903088	0.220019	0	0.960799	0.762102
1	0	0.903088	0.903088	0	1	0.762102

0	0	0.903088	0.509861	0	0.241449	0.66196
1	0	0.903088	0.903088	0	0.373759	0.66196

0	0	0.903088	0.271512	0	0	0.331808
1	0	0.903088	0.339873	0	0.960799	0.331808

0	0	0.903088	0.903888	0.276784	0.150973	0
1	0	0.903088	1	0.276784	1	0

0	0	0.903088	0.0368874	0.654472	0	0
1	0	0.903088	0.271512	0.654472	0.960799	0

0	0	0.903088	0.0368874	0	0	0.210982
1	0	0.903088	0.271512	0	0.654472	0.210982

0	0	0.903088	0.903888	0	0.276784	0.915452
1	0	0.903088	1	0	1	0.915452

0	0	0.903088	0.339873	0.926692	0.886269	0
1	0	0.903088	0.903088	0.926692	0.960799	0

0	0	0.903088	0.339873	0.123176	0.0854266	0
1	0	0.903088	0.903088	0.123176	0.216245	0

0	0	0.903088	0.66196	0	0.241449	0.663186
1	0	0.903088	0.903088	0	0.373759	0.663186

0	0	0.903088	0.271512	0.815395	0	0
1	0	0.903088	0.331808	0.815395	0.960799	0

0	0	0.903088	0.339873	0	0	0.773003
1	0	0.903088	0.903088	0	0.0854266	0.773003

0	0	0.903088	0.0368874	0.501159	0	0
1	0	0.903088	0.210982	0.501159	0.654472	0

0	0	0.903088	0.509861	0	0.558002	0.811678
1	0	0.903088	0.903088	0	0.829024	0.811678

0	0	0.903088	0.0368874	0.73378	0.654472	0
