1001	6.1487	6.90875	1.81624
1051	6.2237	6.9575	1.82836
1101	6.2989	7.00397	1.84038
1151	6.37115	7.04839	1.85178
1201	6.4389	7.09091	1.86236
1251	6.50455	7.1317	1.8725
1301	6.56875	7.17089	1.88232
1351	6.6315	7.2086	1.89183
1401	6.6932	7.24494	1.90109
1451	6.74875	7.28001	1.90936
1501	6.80975	7.31389	1.91836
1551	6.864	7.34666	1.92629
1601	6.9161	7.37838	1.93385
1651	6.96775	7.40914	1.94129
1701	7.0202	7.43897	1.94879
1751	7.0721	7.46794	1.95616
1801	7.12205	7.4961	1.9632
1851	7.17025	7.52348	1.96994
1901	7.2172	7.55014	1.97647
1951	7.26385	7.5761	1.98291
2001	7.3083	7.6014	1.98901
2051	7.35195	7.62608	1.99497
2101	7.39565	7.65017	2.00089
2151	7.43955	7.67369	2.00681
2201	7.4846	7.69667	2.01285
2251	7.5269	7.71913	2.01848
2301	7.5663	7.7411	2.0237
2351	7.6061	7.7626	2.02895
2401	7.64665	7.78364	2.03427
2451	7.6853	7.80425	2.03931
2501	7.72375	7.82445	2.0443
2551	7.76045	7.84424	2.04904
2601	7.79795	7.86365	2.05386
2651	7.83605	7.88269	2.05873
2701	7.87195	7.90138	2.06331
2751	7.90685	7.91972	2.06773
2801	7.94085	7.93773	2.07202
2851	7.97655	7.95543	2.07651
2901	8.0091	7.97281	2.08058
2951	8.04235	7.9899	2.08472
3001	8.07565	8.0067	2.08885
3051	8.1084	8.02322	2.0929
3101	8.14035	8.03948	2.09683
3151	8.17225	8.05548	2.10074
3201	8.20575	8.07122	2.10484
3251	8.23815	8.08672	2.10878
3301	8.27025	8.10198	2.11266
3351	8.3009	8.11701	2.11636
3401	8.3339	8.13182	2.12033
3451	8.3619	8.14642	2.12369
3501	8.3916	8.1608	2.12723
3551	8.42135	8.17498	2.13077
3601	8.44985	8.18897	2.13415
3651	8.4796	8.20276	2.13766
3701	8.50895	8.21636	2.14112
3751	8.53595	8.22978	2.14429
3801	8.56385	8.24302	2.14755
3851	8.58985	8.25609	2.15058
3901	8.62015	8.26899	2.1541
3951	8.64685	8.28172	2.1572
4001	8.6734	8.2943	2.16026
4051	8.70105	8.30672	2.16344
4101	8.72865	8.31899	2.16661
4151	8.7554	8.3311	2.16967
4201	8.7794	8.34308	2.17241
4251	8.8063	8.35491	2.17547
4301	8.8322	8.3666	2.1784
4351	8.8563	8.37816	2.18113
4401	8.8835	8.38959	2.1842
4451	8.9079	8.40088	2.18694
4501	8.93285	8.41205	2.18974
4551	8.95835	8.4231	2.19259
4601	8.98345	8.43403	2.19538
4651	9.0078	8.44484	2.19809
4701	9.0312	8.45553	2.20069
4751	9.05535	8.46611	2.20336
4801	9.07815	8.47658	2.20587
4851	9.10215	8.48694	2.20851
4901	9.1258	8.49719	2.21111
4951	9.14935	8.50734	2.21368
5001	9.16985	8.51739	2.21592
5051	9.19325	8.52734	2.21847
5101	9.2182	8.53719	2.22118
5151	9.2396	8.54695	2.2235
5201	9.26195	8.55661	2.22591
5251	9.28425	8.56617	2.22832
5301	9.30675	8.57565	2.23074
5351	9.32785	8.58504	2.233
5401	9.3498	8.59434	2.23535
5451	9.3708	8.60355	2.2376
5501	9.3912	8.61269	2.23977
5551	9.413	8.62173	2.24209
5601	9.43475	8.6307	2.2444
5651	9.45655	8.63959	2.24671
5701	9.4781	8.6484	2.24898
5751	9.49895	8.65713	2.25118
5801	9.5201	8.66579	2.25341
5851	9.54155	8.67437	2.25566
5901	9.5635	8.68288	2.25795
5951	9.5834	8.69131	2.26003
6001	9.6023	8.69968	2.262
6051	9.6212	8.70798	2.26397
6101	9.64045	8.71621	2.26597
6151	9.65955	8.72437	2.26795
6201	9.68055	8.73247	2.27012
6251	9.69995	8.7405	2.27212
6301	9.72025	8.74846	2.27421
6351	9.74005	8.75637	2.27625
6401	9.76025	8.76421	2.27832
6451	9.7771	8.77199	2.28004
6501	9.79565	8.77971	2.28194
6551	9.8149	8.78737	2.2839
6601	9.83285	8.79498	2.28573
6651	9.85215	8.80252	2.28769
6701	9.87075	8.81001	2.28958
6751	9.88955	8.81745	2.29148
6801	9.907	8.82482	2.29324
6851	9.924	8.83215	2.29496
6901	9.94405	8.83942	2.29697
6951	9.9621	8.84664	2.29879
7001	9.9803	8.85381	2.30061
7051	9.99855	8.86092	2.30244
7101	10.017	8.86799	2.30428
7151	10.0349	8.87501	2.30607
7201	10.0523	8.88198	2.3078
7251	10.07	8.88889	2.30956
7301	10.0875	8.89577	2.3113
7351	10.1045	8.90259	2.31298
7401	10.1212	8.90937	2.31463
7451	10.1382	8.9161	2.31631
7501	10.1553	8.92279	2.31799
7551	10.1723	8.92944	2.31966
7601	10.1892	8.93604	2.32133
7651	10.2045	8.94259	2.32282
7701	10.2205	8.94911	2.32439
7751	10.2366	8.95558	2.32596
7801	10.2519	8.96201	2.32746
7851	10.2674	8.9684	2.32897
7901	10.2858	8.97474	2.33076
7951	10.3002	8.98105	2.33216
8001	10.3182	8.98732	2.33391
8051	10.3343	8.99355	2.33547
8101	10.3512	8.99974	2.3371
8151	10.3666	9.0059	2.33858
8201	10.3836	9.01201	2.34023
8251	10.3998	9.01809	2.34178
8301	10.4149	9.02413	2.34324
8351	10.4312	9.03014	2.3448
8401	10.4462	9.03611	2.34623
8451	10.4636	9.04204	2.3479
8501	10.4786	9.04794	2.34934
8551	10.4953	9.0538	2.35092
8601	10.5107	9.05963	2.3524
8651	10.5257	9.06543	2.35382
8701	10.5406	9.07119	2.35523
8751	10.5562	9.07692	2.35671
8801	10.5704	9.08262	2.35806
8851	10.5844	9.08829	2.35938
8901	10.5992	9.09392	2.36078
8951	10.6136	9.09952	2.36213
9001	10.6276	9.10509	2.36345
9051	10.6425	9.11063	2.36486
9101	10.6573	9.11614	2.36625
9151	10.6718	9.12162	2.3676
9201	10.6872	9.12707	2.36904
9251	10.7035	9.13249	2.37058
9301	10.7187	9.13788	2.37199
9351	10.7343	9.14324	2.37344
9401	10.747	9.14857	2.37463
9451	10.7609	9.15388	2.37592
9501	10.7758	9.15915	2.3773
9551	10.7884	9.1644	2.37847
9601	10.8027	9.16962	2.3798
9651	10.8168	9.17482	2.3811
9701	10.8319	9.17998	2.38249
9751	10.8465	9.18513	2.38384
9801	10.8608	9.19024	2.38516
9851	10.8734	9.19533	2.38631
9901	10.8881	9.20039	2.38767
9951	10.9018	9.20543	2.38893
10001	10.916	9.21044	2.39023
10051	10.9284	9.21543	2.39136
10101	10.9425	9.22039	2.39265
10151	10.9557	9.22533	2.39386
10201	10.9683	9.23024	2.395
10251	10.9817	9.23513	2.39623
10301	10.9949	9.24	2.39743
10351	11.0074	9.24484	2.39857
10401	11.0209	9.24966	2.39979
10451	11.0345	9.25445	2.40103
10501	11.0476	9.25923	2.40221
10551	11.0601	9.26398	2.40334
10601	11.0732	9.2687	2.40452
10651	11.0859	9.27341	2.40567
10701	11.0988	9.27809	2.40684
10751	11.1144	9.28275	2.40825
10801	11.1276	9.28739	2.40943
10851	11.1402	9.29201	2.41056
10901	11.1532	9.29661	2.41173
10951	11.1662	9.30119	2.41289
11001	11.1785	9.30574	2.41399
11051	11.191	9.31028	2.41511
11101	11.2038	9.31479	2.41625
11151	11.2165	9.31928	2.41739
11201	11.2292	9.32376	2.41852
11251	11.2434	9.32821	2.41978
11301	11.2561	9.33265	2.42091
11351	11.2694	9.33706	2.42209
11401	11.2803	9.34146	2.42306
11451	11.2925	9.34583	2.42413
11501	11.3049	9.35019	2.42523
11551	11.3171	9.35453	2.42631
11601	11.3289	9.35885	2.42736
11651	11.3406	9.36315	2.42839
11701	11.3544	9.36743	2.4296
11751	11.3673	9.37169	2.43074
11801	11.378	9.37594	2.43168
11851	11.3892	9.38017	2.43266
11901	11.4009	9.38438	2.4337
11951	11.4138	9.38857	2.43482
12001	11.4257	9.39275	2.43586
12051	11.4374	9.3969	2.43689
12101	11.4498	9.40104	2.43797
12151	11.4611	9.40517	2.43895
12201	11.4717	9.40927	2.43988
12251	11.4834	9.41336	2.4409
12301	11.4955	9.41744	2.44196
12351	11.5068	9.42149	2.44293
12401	11.5182	9.42553	2.44392
12451	11.5305	9.42956	2.445
12501	11.5424	9.43356	2.44603
12551	11.5544	9.43756	2.44707
12601	11.5656	9.44153	2.44804
12651	11.5781	9.44549	2.44911
12701	11.589	9.44944	2.45006
12751	11.6006	9.45336	2.45106
12801	11.6131	9.45728	2.45213
12851	11.6238	9.46118	2.45305
12901	11.6346	9.46506	2.45398
12951	11.6463	9.46893	2.45499
13001	11.6568	9.47278	2.45589
13051	11.668	9.47662	2.45685
13101	11.68	9.48044	2.45788
13151	11.6922	9.48425	2.45892
13201	11.7025	9.48805	2.4598
13251	11.7139	9.49183	2.46077
13301	11.7241	9.49559	2.46165
13351	11.7334	9.49935	2.46244
13401	11.7444	9.50308	2.46337
13451	11.7563	9.50681	2.46439
13501	11.7678	9.51052	2.46536
13551	11.7782	9.51422	2.46625
13601	11.7889	9.5179	2.46715
13651	11.7997	9.52157	2.46807
13701	11.8095	9.52522	2.4689
13751	11.8191	9.52887	2.46971
13801	11.8293	9.5325	2.47058
13851	11.8391	9.53611	2.47141
13901	11.8495	9.53972	2.47228
13951	11.8609	9.54331	2.47324
14001	11.8723	9.54688	2.47421
14051	11.8836	9.55045	2.47516
14101	11.8948	9.554	2.47611
14151	11.9057	9.55754	2.47702
14201	11.9157	9.56107	2.47785
14251	11.9268	9.56458	2.47879
14301	11.9377	9.56808	2.4797
14351	11.9474	9.57157	2.48052
14401	11.9573	9.57505	2.48134
14451	11.9678	9.57852	2.48222
14501	11.9772	9.58197	2.483
14551	11.9878	9.58541	2.48389
14601	11.9987	9.58885	2.48479
14651	12.0091	9.59226	2.48567
14701	12.018	9.59567	2.48641
14751	12.0289	9.59907	2.48731
14801	12.0393	9.60245	2.48817
14851	12.0486	9.60582	2.48895
14901	12.0585	9.60918	2.48977
14951	12.0681	9.61253	2.49057
